"","cntry","cntryID","year","AvgS_a02","AvgS_a03","AvgS_a05","AvgS_a06","AvgS_a07","AvgS_a12","AvgS_a08","AvgS_a01","AvgS_a04","AvgS_a09","AvgS_a10","AvgS_b01_2","AvgS_b03_1_min","AvgS_b03_2","AvgS_b04_a","AvgS_b04_b","AvgS_b05","AvgS_b07","AvgS_b08","AvgS_b09_1","AvgS_b09_2","AvgS_b10_max","AvgS_b11_1","AvgS_b11_2","AvgS_b12","AvgS_b02","AvgS_b04","AvgS_b06","AvgS_b13","AvgS_c03","AvgS_c11","AvgS_c02","AvgS_c10","AvgS_c04","AvgS_c05","AvgS_c09","AvgS_c01_2","AvgS_c06","AvgS_c07","AvgS_c08","AvgS_c12","AvgS_c14","AvgS_c15","AvgS_d03_3","AvgS_d04","AvgS_d06","AvgS_d10","AvgS_d11","AvgS_d12","AvgS_d03_1","AvgS_d03_2","AvgS_d05","AvgS_d08","AvgS_d09_0","AvgS_d09_1","AvgS_d03_4","AvgS_e07","AvgS_e12","AvgS_e11","AvgS_e06","AvgS_e01","AvgS_e02","AvgS_e03","AvgS_e04","AvgS_e05","AvgS_e08","AvgS_e09","AvgS_e10","AvgS_e13","AvgS_elig_A","AvgS_elig_B","AvgS_elig_C","AvgS_elig_D","AvgS_cond_A","AvgS_cond_B","AvgS_cond_C","AvgS_cond_D","AvgS_secu_A","AvgS_secu_B","AvgS_secu_C","AvgS_secu_D","AvgS_righ_A","AvgS_righ_B","AvgS_righ_C","AvgS_righ_D","AvgS_ExtReg_A","AvgS_ExtReg_B","AvgS_ExtReg_C","AvgS_ExtReg_D","AvgS_IntReg_A","AvgS_IntReg_B","AvgS_IntReg_C","AvgS_IntReg_D","AvgS_Reg_A","AvgS_Reg_B","AvgS_Reg_C","AvgS_Reg_D","AvgS_ExtCont","AvgS_IntCont","AvgS_Cont","AvgS_ImmPol","CCode","R_adm_guide","R_adm_guide_A","R_adm_guide_B","R_adm_guide_C","R_adm_guide_D","R_adm_guide_E","R_adm_guide_F","name"
"1","at","at",1980,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0.5,0,0.5,0.75,0.5,0,0.5,0.85,0,0.5,0.5,0.5,0.25,0.5,0.7,0,0,0,0.5,0,0,0,0,0.5,0,0.35,0,0.125,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.6,1,0.5,0.5,0,1,1,0.75,1,0.75,0.833333333333333,1,0.25,0.125,NA,1,0.428571432828903,0.5,NA,1,0.462500005960464,0.212500005960464,NA,1,0.699999988079071,0.0416666679084301,NA,1,0.339285731315613,0.3125,NA,1,0.581250011920929,0.127083331346512,NA,1,0.460267871618271,0.219791665673256,NA,0.541666686534882,0.669047594070435,0.60535717010498,0.571354150772095,305,"-1 Yes","-200: 0% administrative guidelines","-201: <50% administrative guidelines","-200: 0% administrative guidelines",NA,"-200: 0% administrative guidelines","-200: 0% administrative guidelines","none"
"2","at","at",1981,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0.5,0,0.5,0.75,0.5,0,0.5,0.85,0,0.5,0.5,0.5,0.25,0.5,0.7,0,0,0,0.5,0,0,0,0,0.5,0,0.35,0,0.125,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.6,1,0.5,0.5,0,1,1,0.75,1,0.75,0.833333333333333,1,0.25,0.125,NA,1,0.428571432828903,0.5,NA,1,0.462500005960464,0.212500005960464,NA,1,0.699999988079071,0.0416666679084301,NA,1,0.339285731315613,0.3125,NA,1,0.581250011920929,0.127083331346512,NA,1,0.460267871618271,0.219791665673256,NA,0.541666686534882,0.669047594070435,0.60535717010498,0.571354150772095,305,"-1 Yes","-200: 0% administrative guidelines","-201: <50% administrative guidelines","-200: 0% administrative guidelines",NA,"-200: 0% administrative guidelines",NA,""
"3","at","at",1982,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0.5,0,0.5,0.75,0.5,0,0.5,0.85,0,0.5,0.5,0.5,0.25,0.5,0.7,0,0,0,0.5,0,0,0,0,0.5,0,0.35,0,0.125,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,0.5,0.5,0,1,1,0.75,1,0.75,0.833333333333333,1,0.25,0.125,NA,1,0.428571432828903,0.5,NA,1,0.462500005960464,0.212500005960464,NA,1,0.699999988079071,0.0416666679084301,NA,1,0.339285731315613,0.3125,NA,1,0.581250011920929,0.127083331346512,NA,1,0.460267871618271,0.219791665673256,NA,0.541666686534882,0.654761910438538,0.598214268684387,0.569568455219269,305,"-1 Yes","-200: 0% administrative guidelines","-201: <50% administrative guidelines","-200: 0% administrative guidelines",NA,"-200: 0% administrative guidelines",NA,""
"4","at","at",1983,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0.5,0,0.5,0.75,0.5,0,0.5,0.85,0,0.5,0.5,0.5,0.25,0.5,0.7,0,0,0,0.5,0,0,0,0,0.5,0,0.35,0,0.125,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,0.5,0.5,0,1,1,0.75,1,0.75,0.833333333333333,1,0.25,0.125,NA,1,0.428571432828903,0.5,NA,1,0.462500005960464,0.212500005960464,NA,1,0.699999988079071,0.0416666679084301,NA,1,0.339285731315613,0.3125,NA,1,0.581250011920929,0.127083331346512,NA,1,0.460267871618271,0.219791665673256,NA,0.541666686534882,0.654761910438538,0.598214268684387,0.569568455219269,305,"-1 Yes","-200: 0% administrative guidelines","-201: <50% administrative guidelines","-200: 0% administrative guidelines",NA,"-200: 0% administrative guidelines",NA,""
"5","at","at",1984,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0.5,0,0.5,0.75,0.5,0,0.5,0.85,0,0.5,0.5,0.5,0.25,0.5,0.7,0,0,0,0.5,0,0,0,0,0.5,0,0.35,0,0.125,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,0.5,0.5,0,1,1,0.75,1,0.75,0.833333333333333,1,0.25,0.125,NA,1,0.428571432828903,0.5,NA,1,0.462500005960464,0.212500005960464,NA,1,0.699999988079071,0.0416666679084301,NA,1,0.339285731315613,0.3125,NA,1,0.581250011920929,0.127083331346512,NA,1,0.460267871618271,0.219791665673256,NA,0.541666686534882,0.654761910438538,0.598214268684387,0.569568455219269,305,"-1 Yes","-200: 0% administrative guidelines","-201: <50% administrative guidelines","-200: 0% administrative guidelines",NA,"-200: 0% administrative guidelines",NA,""
"6","at","at",1985,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0.5,0,0.5,0.75,0.5,0,0.5,0.85,0,0.5,0.5,0.5,0.25,0.5,0.7,0,0,0,0.5,0,0,0,0,0.5,0,0.35,0,0.125,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,0.5,0.5,0,1,1,0.75,1,0.75,0.833333333333333,1,0.25,0.125,NA,1,0.428571432828903,0.5,NA,1,0.462500005960464,0.212500005960464,NA,1,0.699999988079071,0.0416666679084301,NA,1,0.339285731315613,0.3125,NA,1,0.581250011920929,0.127083331346512,NA,1,0.460267871618271,0.219791665673256,NA,0.541666686534882,0.654761910438538,0.598214268684387,0.569568455219269,305,"-1 Yes","-200: 0% administrative guidelines","-201: <50% administrative guidelines","-200: 0% administrative guidelines",NA,"-200: 0% administrative guidelines",NA,""
"7","at","at",1986,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0.5,0,0.5,0.75,0.5,0,0.5,0.85,0,0.5,0.5,0.5,0.25,0.5,0.7,0,0,0,0.5,0,0,0,0,0.5,0,0.35,0,0.125,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,0.5,0.5,0,1,1,0.75,1,0.75,0.833333333333333,1,0.25,0.125,NA,1,0.428571432828903,0.5,NA,1,0.462500005960464,0.212500005960464,NA,1,0.699999988079071,0.0416666679084301,NA,1,0.339285731315613,0.3125,NA,1,0.581250011920929,0.127083331346512,NA,1,0.460267871618271,0.219791665673256,NA,0.541666686534882,0.654761910438538,0.598214268684387,0.569568455219269,305,"-1 Yes","-200: 0% administrative guidelines","-201: <50% administrative guidelines","-200: 0% administrative guidelines",NA,"-200: 0% administrative guidelines",NA,""
"8","at","at",1987,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0.5,0,0.5,0.75,0.5,0,0.5,0.85,0,0.5,0.5,0.5,0.25,0.5,0.7,0,0,0,0.5,0,0,0,0,0.5,0,0.35,0,0.125,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,0.5,0.5,0,1,1,0.75,1,0.75,0.833333333333333,1,0.25,0.125,NA,1,0.428571432828903,0.5,NA,1,0.462500005960464,0.212500005960464,NA,1,0.699999988079071,0.0416666679084301,NA,1,0.339285731315613,0.3125,NA,1,0.581250011920929,0.127083331346512,NA,1,0.460267871618271,0.219791665673256,NA,0.541666686534882,0.654761910438538,0.598214268684387,0.569568455219269,305,"-1 Yes","-200: 0% administrative guidelines","-201: <50% administrative guidelines","-200: 0% administrative guidelines",NA,"-200: 0% administrative guidelines",NA,""
"9","at","at",1988,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0.5,0,0.5,0.75,0.5,0,0.5,0.85,0,0.5,0.5,0.5,0.25,0.5,0.7,0,0,0,0.5,0,0,0,0,0.5,0,0.35,0,0.125,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.5,1,0.5,0.5,0,1,1,0.75,1,0.75,0.833333333333333,1,0.25,0.125,NA,1,0.428571432828903,0.5,NA,1,0.462500005960464,0.212500005960464,NA,1,0.699999988079071,0.0416666679084301,NA,1,0.339285731315613,0.3125,NA,1,0.581250011920929,0.127083331346512,NA,1,0.460267871618271,0.219791665673256,NA,0.541666686534882,0.654761910438538,0.598214268684387,0.569568455219269,305,"-1 Yes","-200: 0% administrative guidelines","-201: <50% administrative guidelines","-200: 0% administrative guidelines",NA,"-200: 0% administrative guidelines",NA,""
"10","at","at",1989,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0.5,0,0.5,0.75,0.5,0,0.5,0.85,0,0.5,0.5,0.5,0.25,0.5,0.7,0,0,0,0.5,0,0,0,0,0.5,0,0.35,0,0.125,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.6,1,0.5,0.5,0,1,1,0.75,1,0.75,0.833333333333333,1,0.25,0.125,NA,1,0.428571432828903,0.5,NA,1,0.462500005960464,0.212500005960464,NA,1,0.699999988079071,0.0416666679084301,NA,1,0.339285731315613,0.3125,NA,1,0.581250011920929,0.127083331346512,NA,1,0.460267871618271,0.219791665673256,NA,0.541666686534882,0.669047594070435,0.60535717010498,0.571354150772095,305,"-1 Yes","-200: 0% administrative guidelines","-201: <50% administrative guidelines","-200: 0% administrative guidelines",NA,"-200: 0% administrative guidelines",NA,""
"11","at","at",1990,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0.5,0,0.5,0.75,0.5,0,0.5,0.85,0,0.5,0.5,0.5,0.25,0.5,0.7,0,0,0,0.5,0,0,0,0,0.5,0,0.35,0,0.125,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.6,1,0.5,0.5,0,1,1,0.75,1,0.75,0.833333333333333,1,0.25,0.125,NA,1,0.428571432828903,0.5,NA,1,0.462500005960464,0.212500005960464,NA,1,0.699999988079071,0.0416666679084301,NA,1,0.339285731315613,0.3125,NA,1,0.581250011920929,0.127083331346512,NA,1,0.460267871618271,0.219791665673256,NA,0.541666686534882,0.669047594070435,0.60535717010498,0.571354150772095,305,"-1 Yes","-200: 0% administrative guidelines","-201: <50% administrative guidelines","-200: 0% administrative guidelines",NA,"-200: 0% administrative guidelines",NA,""
"12","at","at",1991,1,1,1,1,1,1,1,1,1,1,1,0.5,0,0,0.5,0,0.5,0.75,0.5,0,0.5,0.85,0,0.5,0.5,0.5,0.25,0.5,0.7,0,0,0,0.5,0,0,0,0,0.5,0,0.35,0,0.125,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.6,1,0.5,0.5,0,1,1,0.75,1,0.75,0.833333333333333,1,0.25,0.125,NA,1,0.428571432828903,0.5,NA,1,0.462500005960464,0.212500005960464,NA,1,0.699999988079071,0.0416666679084301,NA,1,0.339285731315613,0.3125,NA,1,0.581250011920929,0.127083331346512,NA,1,0.460267871618271,0.219791665673256,NA,0.541666686534882,0.669047594070435,0.60535717010498,0.571354150772095,305,"-1 Yes","-201: <50% administrative guidelines","-201: <50% administrative guidelines","-200: 0% administrative guidelines",NA,"-200: 0% administrative guidelines","-200: 0% administrative guidelines","none"
"13","at","at",1992,0.1,0,0.5,0,0.5,0,0.5,0,0.6,0.6,0,0.5,0,0,0.5,0,0.5,0.75,0.5,0,0.5,0.85,0,0.7,0.5,0.5,0.25,0.5,0.7,0,0,0,0.5,0.5,0.5,0,0,0.5,0,0.35,0,0.125,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.6,1,0.5,0.5,0.7,1,1,0.75,1,0.75,0.833333333333333,0.025000000372529,0.25,0.291666656732559,NA,0.400000005960464,0.428571432828903,0.5,NA,0.550000011920929,0.512499988079071,0.212500005960464,NA,0,0.699999988079071,0.0416666679084301,NA,0.212500005960464,0.339285731315613,0.395833313465118,NA,0.275000005960464,0.606249988079071,0.127083331346512,NA,0.243750005960464,0.472767859697342,0.261458337306976,NA,0.658333361148834,0.669047594070435,0.663690447807312,0.410416662693024,305,"-1 Yes","-201: <50% administrative guidelines","-201: <50% administrative guidelines","-200: 0% administrative guidelines",NA,"-200: 0% administrative guidelines",NA,""
"14","at","at",1993,0.1,0,0.5,0,0.5,0,0.5,0.6,0.6,0.6,0,0.5,0,0,0.5,0,0.5,0.75,0.5,0,0.5,0.833333333333333,0,0.7,0.5,0.5,0.25,0.5,0.7,0,0,0,0.5,0.5,0.5,0,0,0.5,0,0.35,0,0.125,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.7,1,0.5,0.5,0.7,1,1,0.75,1,0.75,0.833333333333333,0.174999997019768,0.25,0.291666656732559,NA,0.400000005960464,0.428571432828903,0.5,NA,0.550000011920929,0.508333325386047,0.212500005960464,NA,0,0.699999988079071,0.0416666679084301,NA,0.287499994039536,0.339285731315613,0.395833313465118,NA,0.275000005960464,0.604166626930237,0.127083331346512,NA,0.28125,0.471726179122925,0.261458337306976,NA,0.658333361148834,0.683333337306976,0.670833349227905,0.421316981315613,305,"-1 Yes","-201: <50% administrative guidelines","-201: <50% administrative guidelines","-200: 0% administrative guidelines",NA,"-200: 0% administrative guidelines",NA,""
"15","at","at",1994,0.1,0,0.5,0,0.5,0,0.5,0.6,0.6,0.6,0,0.5,0,0,0.5,0,0.5,0.75,0.5,0,0.5,0.833333333333333,0,0.7,0.5,0.5,0.25,0.5,0.7,0,0,0,0.5,0.5,0.5,0,0,0.5,0,0.35,0,0.125,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.7,1,0.5,0.5,0.7,1,1,0.75,1,0.75,0.833333333333333,0.174999997019768,0.25,0.291666656732559,NA,0.400000005960464,0.428571432828903,0.5,NA,0.550000011920929,0.508333325386047,0.212500005960464,NA,0,0.699999988079071,0.0416666679084301,NA,0.287499994039536,0.339285731315613,0.395833313465118,NA,0.275000005960464,0.604166626930237,0.127083331346512,NA,0.28125,0.471726179122925,0.261458337306976,NA,0.658333361148834,0.683333337306976,0.670833349227905,0.421316981315613,305,"-1 Yes","-201: <50% administrative guidelines","-201: <50% administrative guidelines","-200: 0% administrative guidelines",NA,"-200: 0% administrative guidelines",NA,""
"16","at","at",1995,0.1,0,0.5,0,0.5,0,0.5,0.6,0.6,0.6,0,0.5,0,0,0.5,0,0.5,0.75,0.5,0,0.5,0.833333333333333,0,0.7,0.5,0.5,0.25,0.5,0.7,0,0,0,0.5,0.5,0.5,0,0,0.5,0,0.35,0,0.125,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.7,1,0.5,0.5,0.7,1,1,0.75,1,0.75,0.833333333333333,0.174999997019768,0.25,0.291666656732559,NA,0.400000005960464,0.428571432828903,0.5,NA,0.550000011920929,0.508333325386047,0.212500005960464,NA,0,0.699999988079071,0.0416666679084301,NA,0.287499994039536,0.339285731315613,0.395833313465118,NA,0.275000005960464,0.604166626930237,0.127083331346512,NA,0.28125,0.471726179122925,0.261458337306976,NA,0.658333361148834,0.683333337306976,0.670833349227905,0.421316981315613,305,"-1 Yes","-201: <50% administrative guidelines","-201: <50% administrative guidelines","-200: 0% administrative guidelines",NA,"-200: 0% administrative guidelines",NA,""
"17","at","at",1996,0.1,0,0.5,0,0.5,0,0.5,0.6,0.6,0.6,0,0.5,0,0,0.5,0,0.5,0.75,0.5,0,0.5,0.833333333333333,0,0.7,0.5,0.5,0.25,0.5,0.7,0,0,0,0.5,0.5,0.5,0,0,0.5,0,0.35,0,0.125,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.7,1,0.5,0.5,0.7,1,1,0.75,1,0.75,0.833333333333333,0.174999997019768,0.25,0.291666656732559,NA,0.400000005960464,0.428571432828903,0.5,NA,0.550000011920929,0.508333325386047,0.212500005960464,NA,0,0.699999988079071,0.0416666679084301,NA,0.287499994039536,0.339285731315613,0.395833313465118,NA,0.275000005960464,0.604166626930237,0.127083331346512,NA,0.28125,0.471726179122925,0.261458337306976,NA,0.658333361148834,0.683333337306976,0.670833349227905,0.421316981315613,305,"-1 Yes","-201: <50% administrative guidelines","-201: <50% administrative guidelines","-200: 0% administrative guidelines",NA,"-200: 0% administrative guidelines",NA,""
"18","at","at",1997,0.05,0,0.5,0,0.5,0,0.5,0.6,0.6,0.6,0,0.5,0,0,0.5,0,0.5,0.75,0.5,0,0.5,0.833333333333333,0,0.7,0.5,0.5,0.25,0.5,0.7,0,0,0,0.5,0.5,0.5,0,0,0.5,0.4,0.35,0,0.125,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.7,1,0.5,0.5,0.7,1,1,0.75,1,0.75,0.833333333333333,0.162499994039536,0.25,0.291666656732559,NA,0.400000005960464,0.428571432828903,0.5,NA,0.550000011920929,0.508333325386047,0.3125,NA,0,0.699999988079071,0.0416666679084301,NA,0.28125,0.339285731315613,0.395833313465118,NA,0.275000005960464,0.604166626930237,0.17708332836628,NA,0.278124988079071,0.471726179122925,0.286458313465118,NA,0.658333361148834,0.683333337306976,0.670833349227905,0.426785707473755,305,"-1 Yes","-201: <50% administrative guidelines","-201: <50% administrative guidelines","-200: 0% administrative guidelines",NA,"-200: 0% administrative guidelines",NA,""
"19","at","at",1998,0.15,0,0.5,0.65,0.5,0.25,0.5,0,0.6,1,0,0.333333333333333,0,0,0.5,0,0.75,0.75,0.5,0,0.5,0.825,0,0.7,0.5,0.5,0.25,0.5,0.7,0,0,0,0.5,0.5,0.5,0,0,0,0.4,0.35,0.0333333333333333,0.125,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.7,1,0.5,0.5,0.7,1,1,0.75,1,0.75,0.833333333333333,0.100000001490116,0.20833332836628,0.25,NA,0.5625,0.46428570151329,0,NA,0.75,0.506250023841858,0.3125,NA,0,0.699999988079071,0.0527777783572674,NA,0.331250011920929,0.336309522390366,0.125,NA,0.375,0.603124976158142,0.182638883590698,NA,0.353125005960464,0.469717264175415,0.153819441795349,NA,0.658333361148834,0.683333337306976,0.670833349227905,0.411873757839203,305,"-1 Yes","-201: <50% administrative guidelines","-201: <50% administrative guidelines","-200: 0% administrative guidelines",NA,"-200: 0% administrative guidelines",NA,""
"20","at","at",1999,0.15,0,0.5,0.65,0.5,0.25,0.5,0,0.6,1,0,0.333333333333333,0,0,0.5,0,0.75,0.75,0.5,0,0.5,0.833333333333333,0,0.7,0.5,0.5,0.25,0.5,0.7,0,0,0,0.5,0.5,0.5,0,0,0,0.4,0.35,0.0333333333333333,0.125,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.7,1,0.5,0.5,0.7,1,1,0.75,1,0.75,0.833333333333333,0.100000001490116,0.20833332836628,0.291666656732559,NA,0.5625,0.46428570151329,0,NA,0.75,0.508333325386047,0.3125,NA,0,0.699999988079071,0.0527777783572674,NA,0.331250011920929,0.336309522390366,0.14583332836628,NA,0.375,0.604166626930237,0.182638883590698,NA,0.353125005960464,0.470238089561462,0.164236098527908,NA,0.658333361148834,0.683333337306976,0.670833349227905,0.414608120918274,305,"-1 Yes","-201: <50% administrative guidelines","-201: <50% administrative guidelines","-200: 0% administrative guidelines",NA,"-200: 0% administrative guidelines",NA,""
"21","at","at",2000,0.15,0,0.5,0.65,0.5,0.25,0.5,0,0.6,1,0,0.333333333333333,0,0,0.5,0,0.75,0.75,0.5,0,0.5,0.833333333333333,0,0.7,0.5,0.5,0.25,0.5,0.7,0,0,0,0.5,0.5,0.5,0,0,0,0.4,0.35,0.0333333333333333,0.125,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.7,1,0.5,0.5,0.7,1,1,0.75,1,0.75,0.833333333333333,0.100000001490116,0.20833332836628,0.291666656732559,NA,0.5625,0.46428570151329,0,NA,0.75,0.508333325386047,0.3125,NA,0,0.699999988079071,0.0527777783572674,NA,0.331250011920929,0.336309522390366,0.14583332836628,NA,0.375,0.604166626930237,0.182638883590698,NA,0.353125005960464,0.470238089561462,0.164236098527908,NA,0.658333361148834,0.683333337306976,0.670833349227905,0.414608120918274,305,"-1 Yes","-201: <50% administrative guidelines","-201: <50% administrative guidelines","-200: 0% administrative guidelines",NA,"-200: 0% administrative guidelines",NA,""
"22","at","at",2001,0.15,0,0.5,0.65,0.5,0.25,0.5,0,0.6,1,0,0.333333333333333,0,0,0.5,0,0.75,0.75,0.5,0,0.5,0.833333333333333,0,0.7,0.5,0.5,0.25,0.5,0.7,0,0,0,0.5,0.5,0.5,0,0,0,0.4,0.35,0.0333333333333333,0.125,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.7,1,0.5,0.5,0.7,1,1,0.75,1,0.75,0.833333333333333,0.100000001490116,0.20833332836628,0.291666656732559,NA,0.5625,0.46428570151329,0,NA,0.75,0.508333325386047,0.3125,NA,0,0.699999988079071,0.0527777783572674,NA,0.331250011920929,0.336309522390366,0.14583332836628,NA,0.375,0.604166626930237,0.182638883590698,NA,0.353125005960464,0.470238089561462,0.164236098527908,NA,0.658333361148834,0.683333337306976,0.670833349227905,0.414608120918274,305,"-1 Yes","-201: <50% administrative guidelines","-201: <50% administrative guidelines","-200: 0% administrative guidelines",NA,"-200: 0% administrative guidelines","-200: 0% administrative guidelines","none"
"23","at","at",2002,0.15,0,0.5,0.65,0.5,0.25,0.5,0,0.6,1,0,0.333333333333333,0,0,0.5,0,0.75,0.75,0.5,0,0.5,0.833333333333333,0,0.7,0.5,0.5,0.25,0.5,0.7,0,0,0,0.5,0.5,0.5,0,0,0,0.4,0.35,0.0333333333333333,0.125,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.7,1,0.5,0.5,0.7,1,1,0.75,1,0.75,0.833333333333333,0.100000001490116,0.20833332836628,0.291666656732559,NA,0.5625,0.46428570151329,0,NA,0.75,0.508333325386047,0.3125,NA,0,0.699999988079071,0.0527777783572674,NA,0.331250011920929,0.336309522390366,0.14583332836628,NA,0.375,0.604166626930237,0.182638883590698,NA,0.353125005960464,0.470238089561462,0.164236098527908,NA,0.658333361148834,0.683333337306976,0.670833349227905,0.414608120918274,305,"-1 Yes","-201: <50% administrative guidelines","-201: <50% administrative guidelines","-200: 0% administrative guidelines",NA,"-200: 0% administrative guidelines",NA,""
"24","at","at",2003,0.15,0,0.5,0.65,0.5,0.25,0.5,0,0.6,1,0,0.333333333333333,0,0,0.5,0,0.75,0.75,0.5,0,0.5,0.833333333333333,0,0.7,0.5,0.5,0.25,0.5,0.7,0,0,0,0.5,0.5,0.5,0,0,0,0.4,0.35,0.0333333333333333,0.125,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.7,1,0.5,0.5,0.7,1,1,0.75,1,0.75,0.833333333333333,0.100000001490116,0.20833332836628,0.291666656732559,NA,0.5625,0.46428570151329,0,NA,0.75,0.508333325386047,0.3125,NA,0,0.699999988079071,0.0527777783572674,NA,0.331250011920929,0.336309522390366,0.14583332836628,NA,0.375,0.604166626930237,0.182638883590698,NA,0.353125005960464,0.470238089561462,0.164236098527908,NA,0.658333361148834,0.683333337306976,0.670833349227905,0.414608120918274,305,"-1 Yes","-201: <50% administrative guidelines","-201: <50% administrative guidelines","-200: 0% administrative guidelines",NA,"-200: 0% administrative guidelines",NA,""
"25","at","at",2004,0.15,0,0.5,0.65,0.5,0.25,0.5,0,0.6,1,0,0.333333333333333,0,0,0.5,0,0.75,0.75,0.5,0,0.5,0.833333333333333,0,0.7,0.5,0.5,0.25,0.5,0.7,0,0,0,0.5,0.5,0.5,0,0,0,0.4,0.35,0.0333333333333333,0.125,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.7,1,0.5,0.5,0.7,1,1,0.75,1,0.75,0.833333333333333,0.100000001490116,0.20833332836628,0.291666656732559,NA,0.5625,0.46428570151329,0,NA,0.75,0.508333325386047,0.3125,NA,0,0.699999988079071,0.0527777783572674,NA,0.331250011920929,0.336309522390366,0.14583332836628,NA,0.375,0.604166626930237,0.182638883590698,NA,0.353125005960464,0.470238089561462,0.164236098527908,NA,0.658333361148834,0.683333337306976,0.670833349227905,0.414608120918274,305,"-1 Yes","-201: <50% administrative guidelines","-201: <50% administrative guidelines","-200: 0% administrative guidelines",NA,"-200: 0% administrative guidelines",NA,""
"26","at","at",2005,0.15,0,0.5,0.65,0.5,0.25,0.5,0,0.6,1,0,0.5,0,0,0.5,0,0.75,0.75,0.5,0,0.5,0.85,0,0.7,0.5,0.5,0.25,0.5,0.7,0,0,0,0.5,0.5,0.5,0,0,0,0.4,0.35,0.0333333333333333,0.125,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.7,1,0.5,0.5,0.7,1,1,0.75,1,0.75,0.833333333333333,0.100000001490116,0.25,0.291666656732559,NA,0.5625,0.46428570151329,0,NA,0.75,0.512499988079071,0.3125,NA,0,0.699999988079071,0.0527777783572674,NA,0.331250011920929,0.357142865657806,0.14583332836628,NA,0.375,0.606249988079071,0.182638883590698,NA,0.353125005960464,0.481696426868439,0.164236098527908,NA,0.658333361148834,0.683333337306976,0.670833349227905,0.417472720146179,305,"-1 Yes","-201: <50% administrative guidelines","-201: <50% administrative guidelines","-200: 0% administrative guidelines",NA,"-200: 0% administrative guidelines",NA,""
